Text,Label
Raat bhar neend se zyada teri yaad jagti hai. Har pal.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Hamesha.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Aaj bhi.",Melancholic
"Dil ko samjhaya bahut, par maana hi nahi.",Melancholic
Teri yaadon ka bojh halka nahi hota. Hamesha.,Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Khud se wada hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Hamesha.,Melancholic
Kuch rishton ka tootna awaaz nahi karta. Khud se wada hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai.,Melancholic
Tumhare bina ghar khaali lagta hai. Hamesha.,Melancholic
Tumhare bina ghar khaali lagta hai. Har pal.,Melancholic
Jo apne the wahi ajnabi ban gaye. Aaj bhi.,Melancholic
Teri yaadon ka bojh halka nahi hota. Har pal.,Melancholic
Teri yaadon ka bojh halka nahi hota. Dil se.,Melancholic
Jo apne the wahi ajnabi ban gaye. Aaj bhi.,Melancholic
Teri yaadon ka bojh halka nahi hota. Dil se.,Melancholic
Teri yaadon ka bojh halka nahi hota. Khud se wada hai.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Khud se wada hai.",Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Dil se.",Melancholic
Kuch rishton ka tootna awaaz nahi karta. Khud se wada hai.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Har pal.,Melancholic
Kuch rishton ka tootna awaaz nahi karta. Dil se.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai. Dil se.,Melancholic
Tumhare bina ghar khaali lagta hai. Khud se wada hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Hamesha.,Melancholic
Tumhare bina ghar khaali lagta hai. Aaj bhi.,Melancholic
Teri yaadon ka bojh halka nahi hota. Har pal.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai. Hamesha.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai.,Melancholic
Tumhare bina ghar khaali lagta hai.,Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Hamesha.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai.,Melancholic
Jo apne the wahi ajnabi ban gaye. Aaj bhi.,Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Dil se.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Hamesha.,Melancholic
Jo apne the wahi ajnabi ban gaye.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Hamesha.",Melancholic
Jo apne the wahi ajnabi ban gaye. Dil se.,Melancholic
Tumhare bina ghar khaali lagta hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Har pal.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Hamesha.",Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Hamesha.,Melancholic
Kuch rishton ka tootna awaaz nahi karta. Khud se wada hai.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Dil se.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai. Aaj bhi.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai. Aaj bhi.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Har pal.",Melancholic
Teri yaadon ka bojh halka nahi hota. Har pal.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai. Dil se.,Melancholic
Jo apne the wahi ajnabi ban gaye.,Melancholic
Kuch rishton ka tootna awaaz nahi karta. Dil se.,Melancholic
Tumhare bina ghar khaali lagta hai. Dil se.,Melancholic
Tumhare bina ghar khaali lagta hai. Har pal.,Melancholic
Kuch rishton ka tootna awaaz nahi karta. Khud se wada hai.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Khud se wada hai.",Melancholic
Kuch rishton ka tootna awaaz nahi karta. Khud se wada hai.,Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Dil se.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Hamesha.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Dil se.",Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Hamesha.,Melancholic
Kuch rishton ka tootna awaaz nahi karta. Hamesha.,Melancholic
Tumhare bina ghar khaali lagta hai. Khud se wada hai.,Melancholic
"Dil ko samjhaya bahut, par maana hi nahi. Har pal.",Melancholic
Tumhare bina ghar khaali lagta hai. Hamesha.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai.,Melancholic
Teri yaadon ka bojh halka nahi hota. Dil se.,Melancholic
Teri yaadon ka bojh halka nahi hota. Khud se wada hai.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Khud se wada hai.,Melancholic
Jo apne the wahi ajnabi ban gaye. Aaj bhi.,Melancholic
Jo apne the wahi ajnabi ban gaye. Khud se wada hai.,Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Dil se.,Melancholic
Bheed mein bhi ek ajeeb sa akelapan hai. Khud se wada hai.,Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Khud se wada hai.,Melancholic
Raat bhar neend se zyada teri yaad jagti hai. Dil se.,Melancholic
Tumhare bina ghar khaali lagta hai. Aaj bhi.,Melancholic
Jo apne the wahi ajnabi ban gaye.,Melancholic
Yaadein kabhi poori tarah saath nahi chhodti. Khud se wada hai.,Melancholic
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
Apni pehchaan khud likhni padti hai. Khud se wada hai.,Inspiring
Raat ke baad hi subah aati hai. Aaj bhi.,Inspiring
Toofan mazbooti parakhte hain.,Inspiring
"Haar sirf ek mod hai, ant nahi. Dil se.",Inspiring
Apni pehchaan khud likhni padti hai. Dil se.,Inspiring
Apni pehchaan khud likhni padti hai. Dil se.,Inspiring
Raat ke baad hi subah aati hai. Khud se wada hai.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Khud se wada hai.,Inspiring
Manzil unhi ko milti hai jo rukte nahi.,Inspiring
Tu gir kar bhi uth sakta hai. Dil se.,Inspiring
Apni pehchaan khud likhni padti hai. Aaj bhi.,Inspiring
"Haar sirf ek mod hai, ant nahi. Hamesha.",Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Aaj bhi.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
Manzil unhi ko milti hai jo rukte nahi.,Inspiring
Apni pehchaan khud likhni padti hai. Aaj bhi.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Aaj bhi.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Aaj bhi.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain.,Inspiring
Tu gir kar bhi uth sakta hai. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai. Hamesha.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
Toofan mazbooti parakhte hain. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Dil se.,Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
Raat ke baad hi subah aati hai. Khud se wada hai.,Inspiring
Toofan mazbooti parakhte hain. Dil se.,Inspiring
Toofan mazbooti parakhte hain.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Khud se wada hai.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
Apni pehchaan khud likhni padti hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain.,Inspiring
Raat ke baad hi subah aati hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain.,Inspiring
Toofan mazbooti parakhte hain. Har pal.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Khud se wada hai.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain.,Inspiring
Toofan mazbooti parakhte hain. Khud se wada hai.,Inspiring
Raat ke baad hi subah aati hai. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai. Dil se.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Khud se wada hai.,Inspiring
"Haar sirf ek mod hai, ant nahi. Aaj bhi.",Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Toofan mazbooti parakhte hain. Har pal.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai.,Inspiring
Raat ke baad hi subah aati hai.,Inspiring
Raat ke baad hi subah aati hai. Khud se wada hai.,Inspiring
Raat ke baad hi subah aati hai. Dil se.,Inspiring
Apni pehchaan khud likhni padti hai. Har pal.,Inspiring
"Haar sirf ek mod hai, ant nahi. Dil se.",Inspiring
Raat ke baad hi subah aati hai. Dil se.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Dil se.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Toofan mazbooti parakhte hain. Dil se.,Inspiring
Toofan mazbooti parakhte hain. Dil se.,Inspiring
Manzil unhi ko milti hai jo rukte nahi.,Inspiring
Apni pehchaan khud likhni padti hai. Dil se.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai.,Inspiring
Raat ke baad hi subah aati hai. Hamesha.,Inspiring
Apni pehchaan khud likhni padti hai. Dil se.,Inspiring
Raat ke baad hi subah aati hai. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
Manzil unhi ko milti hai jo rukte nahi. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Khud se wada hai.,Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
Raat ke baad hi subah aati hai. Har pal.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Hamesha.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Khud se wada hai.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai. Dil se.,Inspiring
"Haar sirf ek mod hai, ant nahi. Hamesha.",Inspiring
Tu gir kar bhi uth sakta hai. Khud se wada hai.,Inspiring
Raat ke baad hi subah aati hai.,Inspiring
Apni pehchaan khud likhni padti hai.,Inspiring
Apni pehchaan khud likhni padti hai. Dil se.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
Tu gir kar bhi uth sakta hai. Dil se.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Aaj bhi.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
"Haar sirf ek mod hai, ant nahi. Aaj bhi.",Inspiring
Raat ke baad hi subah aati hai. Har pal.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Apni pehchaan khud likhni padti hai. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
Raat ke baad hi subah aati hai. Dil se.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
Khud pe bharosa sabse bada hathiyaar hai.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
Tu gir kar bhi uth sakta hai. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Khud se wada hai.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Hamesha.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
Tu gir kar bhi uth sakta hai. Khud se wada hai.,Inspiring
Toofan mazbooti parakhte hain. Har pal.,Inspiring
Apni pehchaan khud likhni padti hai. Aaj bhi.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Tu gir kar bhi uth sakta hai. Khud se wada hai.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
Tu gir kar bhi uth sakta hai.,Inspiring
Apni pehchaan khud likhni padti hai.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Tu gir kar bhi uth sakta hai.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai. Aaj bhi.,Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Har pal.,Inspiring
Tu gir kar bhi uth sakta hai. Har pal.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Har pal.,Inspiring
Tu gir kar bhi uth sakta hai.,Inspiring
Tu gir kar bhi uth sakta hai. Khud se wada hai.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Aaj bhi.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Dil se.,Inspiring
Toofan mazbooti parakhte hain. Khud se wada hai.,Inspiring
Apni pehchaan khud likhni padti hai. Hamesha.,Inspiring
Tu gir kar bhi uth sakta hai.,Inspiring
Manzil unhi ko milti hai jo rukte nahi.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Apni pehchaan khud likhni padti hai. Har pal.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Hamesha.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
Toofan mazbooti parakhte hain. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai. Har pal.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Hamesha.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Har pal.,Inspiring
Apni pehchaan khud likhni padti hai. Hamesha.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
Raat ke baad hi subah aati hai. Hamesha.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Manzil unhi ko milti hai jo rukte nahi.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Dil se.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
Toofan mazbooti parakhte hain.,Inspiring
Tu gir kar bhi uth sakta hai. Har pal.,Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Khud se wada hai.,Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
Apni pehchaan khud likhni padti hai. Dil se.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Hamesha.,Inspiring
"Haar sirf ek mod hai, ant nahi. Dil se.",Inspiring
Tu gir kar bhi uth sakta hai. Hamesha.,Inspiring
Apni pehchaan khud likhni padti hai. Dil se.,Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Hamesha.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
"Haar sirf ek mod hai, ant nahi. Aaj bhi.",Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Aaj bhi.,Inspiring
Apni pehchaan khud likhni padti hai. Hamesha.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Khud se wada hai.,Inspiring
Apni pehchaan khud likhni padti hai. Khud se wada hai.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Hamesha.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai.,Inspiring
Raat ke baad hi subah aati hai. Har pal.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
Manzil unhi ko milti hai jo rukte nahi.,Inspiring
Tu gir kar bhi uth sakta hai. Dil se.,Inspiring
Raat ke baad hi subah aati hai. Har pal.,Inspiring
Tu gir kar bhi uth sakta hai. Dil se.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Hamesha.,Inspiring
Raat ke baad hi subah aati hai. Khud se wada hai.,Inspiring
Apni pehchaan khud likhni padti hai. Aaj bhi.,Inspiring
Raat ke baad hi subah aati hai. Khud se wada hai.,Inspiring
Tu gir kar bhi uth sakta hai. Khud se wada hai.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Aaj bhi.,Inspiring
"Haar sirf ek mod hai, ant nahi.",Inspiring
Toofan mazbooti parakhte hain.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Khud se wada hai.,Inspiring
Toofan mazbooti parakhte hain. Dil se.,Inspiring
"Haar sirf ek mod hai, ant nahi. Khud se wada hai.",Inspiring
Apni pehchaan khud likhni padti hai. Khud se wada hai.,Inspiring
"Haar sirf ek mod hai, ant nahi. Hamesha.",Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Toofan mazbooti parakhte hain. Hamesha.,Inspiring
Raat ke baad hi subah aati hai.,Inspiring
Raat ke baad hi subah aati hai. Aaj bhi.,Inspiring
Toofan mazbooti parakhte hain. Dil se.,Inspiring
Raat ke baad hi subah aati hai. Har pal.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
"Haar sirf ek mod hai, ant nahi. Hamesha.",Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Har pal.,Inspiring
Toofan mazbooti parakhte hain.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Khud se wada hai.,Inspiring
Manzil unhi ko milti hai jo rukte nahi.,Inspiring
Toofan mazbooti parakhte hain. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Dil se.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
Apni pehchaan khud likhni padti hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Har pal.,Inspiring
Toofan mazbooti parakhte hain. Har pal.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Khud se wada hai.,Inspiring
"Haar sirf ek mod hai, ant nahi. Har pal.",Inspiring
Toofan mazbooti parakhte hain. Dil se.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Khud se wada hai.,Inspiring
Tu gir kar bhi uth sakta hai. Dil se.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Hamesha.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Dil se.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Aaj bhi.,Inspiring
Toofan mazbooti parakhte hain. Har pal.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Khud se wada hai.,Inspiring
Apni pehchaan khud likhni padti hai. Khud se wada hai.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Har pal.,Inspiring
Toofan mazbooti parakhte hain.,Inspiring
Toofan mazbooti parakhte hain. Dil se.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain. Dil se.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Har pal.,Inspiring
Toofan mazbooti parakhte hain. Khud se wada hai.,Inspiring
Apni pehchaan khud likhni padti hai. Khud se wada hai.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain.,Inspiring
Toofan mazbooti parakhte hain.,Inspiring
Raat ke baad hi subah aati hai. Hamesha.,Inspiring
Raat ke baad hi subah aati hai.,Inspiring
Tu gir kar bhi uth sakta hai.,Inspiring
Tu gir kar bhi uth sakta hai. Dil se.,Inspiring
Raat ke baad hi subah aati hai. Khud se wada hai.,Inspiring
Khud pe bharosa sabse bada hathiyaar hai. Dil se.,Inspiring
Manzil unhi ko milti hai jo rukte nahi. Dil se.,Inspiring
Sapne unhi ke sach hote hain jo mehnat karte hain.,Inspiring
Teri bhakti mein hi shanti hai.,Devotional
Hanuman sa bal de prabhu. Aaj bhi.,Devotional
"Jab sab saath chhod de, tu saath rehta hai. Har pal.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Hamesha.",Devotional
Hanuman sa bal de prabhu. Dil se.,Devotional
Hanuman sa bal de prabhu.,Devotional
"Jab sab saath chhod de, tu saath rehta hai. Har pal.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Khud se wada hai.",Devotional
"Maa, tere charnon mein sukoon milta hai. Har pal.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Aaj bhi.",Devotional
"Maa, tere charnon mein sukoon milta hai. Dil se.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Hamesha.",Devotional
Tera naam hi mera sahara hai. Khud se wada hai.,Devotional
Tere bina main kuch bhi nahi. Har pal.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Hamesha.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Aaj bhi.",Devotional
"Maa, tere charnon mein sukoon milta hai. Har pal.",Devotional
Tere bina main kuch bhi nahi.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun.",Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Dil se.",Devotional
Teri kripa se hi sab sambhav hai.,Devotional
"Jab sab saath chhod de, tu saath rehta hai. Hamesha.",Devotional
Teri kripa se hi sab sambhav hai. Hamesha.,Devotional
Teri kripa se hi sab sambhav hai.,Devotional
"Jab sab saath chhod de, tu saath rehta hai.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Aaj bhi.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Khud se wada hai.",Devotional
Teri kripa se hi sab sambhav hai. Khud se wada hai.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Aaj bhi.",Devotional
Tere bina main kuch bhi nahi. Khud se wada hai.,Devotional
Tera naam hi mera sahara hai. Dil se.,Devotional
Teri kripa se hi sab sambhav hai. Hamesha.,Devotional
Teri kripa se hi sab sambhav hai. Hamesha.,Devotional
Tere bina main kuch bhi nahi. Dil se.,Devotional
"Maa, tere charnon mein sukoon milta hai. Hamesha.",Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Khud se wada hai.",Devotional
"Maa, tere charnon mein sukoon milta hai. Aaj bhi.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Hamesha.",Devotional
"Maa, tere charnon mein sukoon milta hai. Dil se.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Aaj bhi.",Devotional
Teri bhakti mein hi shanti hai.,Devotional
Tera naam hi mera sahara hai. Dil se.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Hamesha.",Devotional
Tere bina main kuch bhi nahi.,Devotional
Hanuman sa bal de prabhu. Dil se.,Devotional
Tere bina main kuch bhi nahi. Hamesha.,Devotional
Tere bina main kuch bhi nahi. Dil se.,Devotional
"Jab sab saath chhod de, tu saath rehta hai. Hamesha.",Devotional
Hanuman sa bal de prabhu. Khud se wada hai.,Devotional
Teri bhakti mein hi shanti hai. Aaj bhi.,Devotional
Hanuman sa bal de prabhu. Aaj bhi.,Devotional
Teri kripa se hi sab sambhav hai.,Devotional
Hanuman sa bal de prabhu. Hamesha.,Devotional
Teri kripa se hi sab sambhav hai. Hamesha.,Devotional
Teri bhakti mein hi shanti hai. Hamesha.,Devotional
Teri bhakti mein hi shanti hai. Khud se wada hai.,Devotional
Hanuman sa bal de prabhu. Dil se.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun.",Devotional
"Maa, tere charnon mein sukoon milta hai.",Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Aaj bhi.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Khud se wada hai.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Aaj bhi.",Devotional
Hanuman sa bal de prabhu.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Aaj bhi.",Devotional
Teri bhakti mein hi shanti hai. Aaj bhi.,Devotional
"Maa, tere charnon mein sukoon milta hai. Aaj bhi.",Devotional
Hanuman sa bal de prabhu. Khud se wada hai.,Devotional
Teri bhakti mein hi shanti hai.,Devotional
Teri bhakti mein hi shanti hai. Khud se wada hai.,Devotional
Teri kripa se hi sab sambhav hai. Aaj bhi.,Devotional
"Jab sab saath chhod de, tu saath rehta hai. Dil se.",Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Khud se wada hai.",Devotional
Hanuman sa bal de prabhu. Har pal.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun.",Devotional
Tere bina main kuch bhi nahi.,Devotional
"Prabhu, bas itni shakti de ki kabhi toot na jaun. Dil se.",Devotional
Teri kripa se hi sab sambhav hai.,Devotional
Tera naam hi mera sahara hai. Har pal.,Devotional
Teri bhakti mein hi shanti hai. Har pal.,Devotional
"Maa, tere charnon mein sukoon milta hai. Dil se.",Devotional
Teri bhakti mein hi shanti hai. Dil se.,Devotional
Tere bina main kuch bhi nahi. Har pal.,Devotional
"Jab sab saath chhod de, tu saath rehta hai. Dil se.",Devotional
Hanuman sa bal de prabhu. Har pal.,Devotional
"Maa, tere charnon mein sukoon milta hai.",Devotional
"Jab sab saath chhod de, tu saath rehta hai. Khud se wada hai.",Devotional
Teri kripa se hi sab sambhav hai. Aaj bhi.,Devotional
Tera naam hi mera sahara hai. Aaj bhi.,Devotional
Hanuman sa bal de prabhu.,Devotional
Tera naam hi mera sahara hai. Hamesha.,Devotional
Tere bina main kuch bhi nahi.,Devotional
Teri bhakti mein hi shanti hai. Khud se wada hai.,Devotional
Tere bina main kuch bhi nahi. Har pal.,Devotional
Teri bhakti mein hi shanti hai.,Devotional
Hanuman sa bal de prabhu. Har pal.,Devotional
"Maa, tere charnon mein sukoon milta hai. Aaj bhi.",Devotional
Teri bhakti mein hi shanti hai. Hamesha.,Devotional
Teri bhakti mein hi shanti hai.,Devotional
Hanuman sa bal de prabhu. Dil se.,Devotional
Teri bhakti mein hi shanti hai.,Devotional
"Jab sab saath chhod de, tu saath rehta hai. Aaj bhi.",Devotional
Hanuman sa bal de prabhu.,Devotional
